Red,Yellow,Green,TimeActive,Time
0,1,0,2,11:24:52
0,0,1,7,11:24:59
0,1,0,1,11:25:00
1,0,0,6,11:25:06
0,1,0,4,11:25:10
0,0,1,2,11:25:12
0,1,0,9,11:25:21
1,0,0,5,11:25:26
0,1,0,6,11:25:32
0,0,1,9,11:25:41
0,1,0,3,11:25:44
1,0,0,9,11:25:53
0,1,0,7,11:26:00
0,0,1,7,11:26:07
0,1,0,4,11:26:11
1,0,0,7,11:26:18
0,1,0,5,11:26:23
0,0,1,3,11:26:26
0,1,0,9,11:26:35
1,0,0,4,11:26:39
0,1,0,3,11:26:42
0,0,1,4,11:26:46
0,1,1,9,11:26:55
1,0,0,7,11:27:02
0,1,0,4,11:27:06
0,0,1,5,11:27:11
0,1,0,5,11:27:16
1,0,0,9,11:27:25
0,1,0,2,11:27:27
0,0,1,8,11:27:35
0,1,0,2,11:27:37
1,0,0,5,11:27:42
0,1,0,6,11:27:48
0,0,1,5,11:27:53
0,1,0,1,11:27:54
1,0,0,9,11:28:03
0,1,0,7,11:28:10
0,0,1,7,11:28:17
0,1,0,8,11:28:25
1,0,0,7,11:28:32
0,1,0,6,11:28:38
0,0,1,8,11:28:46
0,1,0,2,11:28:48
1,0,0,2,11:28:50
0,1,0,4,11:28:54
0,0,1,2,11:28:56
0,1,0,7,11:29:03
1,0,0,2,11:29:05
0,1,0,5,11:29:10
0,0,1,9,11:29:19
0,1,0,9,11:29:28
1,0,0,7,11:29:35
0,1,0,6,11:29:41
0,0,1,4,11:29:45
0,1,0,6,11:29:51
1,0,0,8,11:29:59
0,1,0,8,11:30:07
0,1,1,3,11:30:10
0,1,1,1,11:30:11
1,0,0,2,11:30:13
1,1,0,9,11:30:22
0,0,1,5,11:30:27
0,1,0,5,11:30:32
1,0,0,5,11:30:37
0,1,0,1,11:30:38
0,0,1,5,11:30:43
0,1,0,3,11:30:46
1,0,0,3,11:30:49
0,1,0,4,11:30:53
0,0,1,8,11:31:01
0,1,0,9,11:31:10
1,0,0,5,11:31:15
0,1,0,3,11:31:18
0,1,1,4,11:31:22
0,1,0,2,11:31:24
1,0,0,6,11:31:30
0,1,0,1,11:31:31
0,1,1,8,11:31:39
0,1,0,5,11:31:44
1,0,0,9,11:31:53
0,1,0,1,11:31:54
0,0,1,7,11:32:01
0,1,0,6,11:32:07
1,0,0,5,11:32:12
0,1,0,2,11:32:14
0,0,1,1,11:32:15
0,1,0,1,11:32:16
1,0,0,7,11:32:23
0,1,0,5,11:32:28
0,0,1,4,11:32:32
0,1,0,4,11:32:36
1,0,0,5,11:32:41
0,1,0,4,11:32:45
0,0,1,1,11:32:46
0,1,0,8,11:32:54
1,0,0,4,11:32:58
0,1,0,6,11:33:04
0,0,1,7,11:33:11
0,1,0,4,11:33:15
1,0,1,2,11:33:17
0,1,0,2,11:33:19
0,0,1,8,11:33:27
0,1,0,3,11:33:30
1,0,1,8,11:33:38
0,1,0,1,11:33:39
0,0,1,5,11:33:44
0,1,0,5,11:33:49
1,0,0,1,11:33:50
0,1,0,5,11:33:55
0,0,1,7,11:34:02
0,1,0,5,11:34:07
1,0,0,3,11:34:10
0,1,0,8,11:34:18
0,0,1,3,11:34:21
0,1,0,2,11:34:23
1,0,0,3,11:34:26
0,1,0,4,11:34:30
0,0,1,4,11:34:34
1,1,0,3,11:34:37
1,0,0,6,11:34:43
0,1,0,6,11:34:49
0,0,1,3,11:34:52
0,1,0,5,11:34:57
1,0,0,7,11:35:04
0,1,0,5,11:35:09
0,0,1,3,11:35:12
0,1,0,5,11:35:17
1,0,0,6,11:35:23
1,1,0,2,11:35:25
0,0,1,9,11:35:34
0,1,0,6,11:35:40
1,0,0,1,11:35:41
0,1,0,5,11:35:46
0,0,1,5,11:35:51
0,1,0,4,11:35:55
1,0,0,7,11:36:02
0,1,0,1,11:36:03
0,0,1,5,11:36:08
0,1,0,3,11:36:11
1,0,0,2,11:36:13
0,1,0,3,11:36:16
0,0,1,3,11:36:19
0,1,0,2,11:36:21
1,0,0,9,11:36:30
0,1,0,3,11:36:33
0,0,1,2,11:36:35
0,1,0,7,11:36:42
1,0,0,6,11:36:48
0,1,0,3,11:36:51
0,0,1,4,11:36:55
0,1,0,5,11:37:00
1,0,0,9,11:37:09
0,1,0,8,11:37:17
0,0,1,4,11:37:21
0,1,0,9,11:37:30
1,0,0,6,11:37:36
0,1,0,8,11:37:44
0,0,1,5,11:37:49
0,1,0,3,11:37:52
1,0,0,3,11:37:55
0,1,0,1,11:37:56
0,0,1,9,11:38:05
0,1,0,7,11:38:12
1,0,0,4,11:38:16
0,1,0,3,11:38:19
0,0,1,5,11:38:24
0,1,0,5,11:38:29
1,0,0,9,11:38:38
0,1,0,8,11:38:46
0,0,1,1,11:38:47
0,1,0,9,11:38:56
1,0,0,9,11:39:05
0,1,0,6,11:39:11
0,0,1,9,11:39:20
0,1,0,2,11:39:22
1,0,0,6,11:39:28
0,1,0,7,11:39:35
0,0,1,9,11:39:44
0,1,0,3,11:39:47
1,0,0,7,11:39:54
0,1,0,8,11:40:02
0,0,1,2,11:40:04
0,1,0,6,11:40:10
1,0,0,2,11:40:12
0,1,0,6,11:40:18
0,0,1,5,11:40:23
0,1,0,3,11:40:26
1,0,0,4,11:40:30
0,1,0,9,11:40:39
0,0,1,3,11:40:42
0,1,0,8,11:40:50
1,0,0,1,11:40:51
0,1,0,5,11:40:56
0,0,1,8,11:41:04
0,1,0,6,11:41:10
1,0,0,2,11:41:12
0,1,0,3,11:41:15
0,0,1,8,11:41:23
0,1,0,9,11:41:32
1,0,0,5,11:41:37
0,1,0,8,11:41:45
0,0,1,1,11:41:46
0,1,0,8,11:41:54
1,0,0,7,11:42:01
0,1,0,3,11:42:04
0,0,1,3,11:42:07
0,1,0,6,11:42:13
1,0,0,6,11:42:19
0,1,0,8,11:42:27
0,0,1,4,11:42:31
0,1,0,7,11:42:38
1,0,0,1,11:42:39
0,1,0,4,11:42:43
0,0,1,5,11:42:48
0,1,0,5,11:42:53
1,0,0,7,11:43:00
0,1,0,2,11:43:02
0,0,1,2,11:43:04
0,1,0,6,11:43:10
1,0,0,6,11:43:16
0,1,0,5,11:43:21
0,0,1,5,11:43:26
0,1,0,9,11:43:35
1,0,0,7,11:43:42
0,1,0,8,11:43:50
0,0,1,4,11:43:54
0,1,0,4,11:43:58
1,1,0,3,11:44:01
0,1,0,5,11:44:06
0,0,1,6,11:44:12
0,1,0,3,11:44:15
1,0,0,2,11:44:17
0,1,0,6,11:44:23
0,0,1,1,11:44:24
0,1,0,8,11:44:32
1,0,0,2,11:44:34
0,1,0,7,11:44:41
0,0,1,9,11:44:50
0,1,0,6,11:44:56
1,0,0,2,11:44:58
0,1,0,8,11:45:06
0,0,1,2,11:45:08
0,1,0,4,11:45:12
1,0,0,8,11:45:20
0,1,0,4,11:45:24
0,0,1,5,11:45:29
0,1,0,2,11:45:31
1,0,0,2,11:45:33
0,1,0,8,11:45:41
0,0,1,8,11:45:49
0,1,0,6,11:45:55
1,0,0,7,11:46:02
0,1,0,6,11:46:08
0,0,1,6,11:46:14
0,1,0,6,11:46:20
1,0,0,9,11:46:29
0,1,0,4,11:46:33
0,0,1,4,11:46:37
0,1,0,4,11:46:41
1,0,0,4,11:46:45
0,1,0,6,11:46:51
0,0,1,7,11:46:58
0,1,0,9,11:47:07
1,0,0,4,11:47:11
0,1,0,2,11:47:13
0,0,1,3,11:47:16
0,1,0,8,11:47:24
1,0,0,8,11:47:32
0,1,0,8,11:47:40
0,0,1,9,11:47:49
0,1,0,9,11:47:58
1,1,0,1,11:47:59
0,1,0,5,11:48:04
0,0,1,3,11:48:07
0,1,0,6,11:48:13
1,0,0,5,11:48:18
0,1,0,3,11:48:21
0,0,1,8,11:48:29
0,1,0,5,11:48:34
1,0,0,9,11:48:43
0,1,0,7,11:48:50
0,0,1,2,11:48:52
0,1,0,4,11:48:56
1,0,0,7,11:49:03
0,1,0,4,11:49:07
0,0,1,3,11:49:10
0,1,0,8,11:49:18
1,0,0,1,11:49:19
0,1,0,4,11:49:23
0,0,1,2,11:49:25
0,1,0,3,11:49:28
1,0,0,6,11:49:34
0,1,0,9,11:49:43
0,0,1,9,11:49:52
0,1,0,5,11:49:57
1,0,0,6,11:50:03
0,1,0,3,11:50:06
0,0,1,7,11:50:13
0,1,0,4,11:50:17
1,0,0,5,11:50:22
0,1,0,8,11:50:30
0,0,1,1,11:50:31
0,1,0,7,11:50:38
1,0,0,7,11:50:45
0,1,0,3,11:50:48
0,0,1,5,11:50:53
0,1,0,4,11:50:57
1,0,0,6,11:51:03
0,1,0,5,11:51:08
0,0,1,9,11:51:17
0,1,0,2,11:51:19
1,0,0,6,11:51:25
0,1,0,8,11:51:33
0,0,1,2,11:51:35
0,1,0,2,11:51:37
1,0,0,4,11:51:41
0,1,0,9,11:51:50
0,0,1,6,11:51:56
0,1,0,7,11:52:03
1,0,0,2,11:52:05
0,1,0,5,11:52:10
0,0,1,7,11:52:17
0,1,0,7,11:52:24
1,0,0,2,11:52:26
0,1,0,7,11:52:33
0,0,1,9,11:52:42
1,1,0,1,11:52:43
1,0,0,3,11:52:46
0,1,0,2,11:52:48
0,0,1,6,11:52:54
0,1,0,1,11:52:55
1,0,0,1,11:52:56
0,1,0,6,11:53:02
0,0,1,9,11:53:11
0,1,0,3,11:53:14
1,0,0,8,11:53:22
0,1,0,7,11:53:29
0,0,1,3,11:53:32
0,1,0,1,11:53:33
1,0,0,3,11:53:36
0,1,0,7,11:53:43
0,0,1,7,11:53:50
0,1,0,3,11:53:53
1,0,0,2,11:53:55
0,1,1,4,11:53:59
0,0,1,1,11:54:00
0,1,0,9,11:54:09
1,0,0,2,11:54:11
0,1,0,2,11:54:13
0,0,1,7,11:54:20
0,1,0,6,11:54:26
1,0,0,6,11:54:32
0,1,0,9,11:54:41
0,0,1,7,11:54:48
0,1,0,7,11:54:55
1,0,0,4,11:54:59
0,1,0,2,11:55:01
0,0,1,7,11:55:08
0,1,0,4,11:55:12
1,0,0,4,11:55:16
0,1,0,7,11:55:23
0,0,1,4,11:55:27
0,1,0,7,11:55:34
1,0,0,7,11:55:41
0,1,0,7,11:55:48
0,0,1,8,11:55:56
0,1,0,5,11:56:01
1,0,0,6,11:56:07
0,1,0,6,11:56:13
0,0,1,3,11:56:16
0,1,0,5,11:56:21
1,0,0,3,11:56:24
0,1,0,2,11:56:26
0,0,1,1,11:56:27
0,1,0,5,11:56:32
1,0,0,9,11:56:41
0,1,0,1,11:56:42
0,0,1,6,11:56:48
0,1,0,8,11:56:56
1,0,0,6,11:57:02
1,1,0,7,11:57:09
0,0,1,4,11:57:13
0,1,0,9,11:57:22
1,0,0,5,11:57:27
0,1,0,1,11:57:28
0,0,1,6,11:57:34
0,1,0,7,11:57:41
1,0,0,7,11:57:48
0,1,0,8,11:57:56
0,0,1,3,11:57:59
0,1,1,7,11:58:06
1,0,0,4,11:58:10
0,1,0,2,11:58:12
0,0,1,7,11:58:19
0,1,0,2,11:58:21
1,0,0,2,11:58:23
0,1,0,1,11:58:24
0,0,1,2,11:58:26
0,1,0,7,11:58:33
1,0,0,5,11:58:38
1,1,0,6,11:58:44
0,0,1,4,11:58:48
0,1,0,3,11:58:51
1,0,0,9,11:59:00
0,1,0,4,11:59:04
0,0,1,3,11:59:07
0,1,0,8,11:59:15
1,0,0,1,11:59:16
0,1,0,8,11:59:24
0,0,1,4,11:59:28
0,1,0,1,11:59:29
1,0,0,3,11:59:32
0,1,1,8,11:59:40
0,0,1,7,11:59:47
0,1,0,7,11:59:54
1,0,0,8,12:00:02
0,1,0,9,12:00:11
0,0,1,4,12:00:15
0,1,0,5,12:00:20
1,0,0,1,12:00:21
0,1,0,2,12:00:23
0,0,1,2,12:00:25
0,1,0,8,12:00:33
1,0,0,8,12:00:41
0,1,0,2,12:00:43
0,0,1,2,12:00:45
0,1,0,7,12:00:52
1,0,0,3,12:00:55
0,1,0,4,12:00:59
0,0,1,7,12:01:06
0,1,0,9,12:01:15
1,0,0,2,12:01:17
0,1,0,3,12:01:20
0,0,1,2,12:01:22
0,1,0,7,12:01:29
1,0,1,5,12:01:34
0,1,0,6,12:01:40
0,0,1,5,12:01:45
0,1,0,9,12:01:54
1,0,0,6,12:02:00
0,1,0,6,12:02:06
0,0,1,7,12:02:13
0,1,0,8,12:02:21
1,0,0,1,12:02:22
0,1,0,8,12:02:30
0,0,1,8,12:02:38
0,1,0,1,12:02:39
1,0,0,5,12:02:44
0,1,0,1,12:02:45
0,0,1,2,12:02:47
0,1,0,3,12:02:50
1,0,0,6,12:02:56
0,1,1,8,12:03:04
0,0,1,2,12:03:06
0,1,0,1,12:03:07
1,0,0,4,12:03:11
0,1,1,1,12:03:12
0,0,1,9,12:03:21
0,1,0,3,12:03:24
1,0,0,6,12:03:30
0,1,0,7,12:03:37
0,0,1,3,12:03:40
0,1,0,8,12:03:48
1,0,0,4,12:03:52
0,1,0,8,12:04:00
0,0,1,1,12:04:01
1,1,0,7,12:04:08
1,0,0,5,12:04:13
0,1,0,2,12:04:15
0,0,1,5,12:04:20
0,1,0,3,12:04:23
1,0,0,5,12:04:28
0,1,0,1,12:04:29
0,0,1,5,12:04:34
0,1,0,1,12:04:35
1,0,0,3,12:04:38
0,1,0,8,12:04:46
0,0,1,8,12:04:54
0,1,0,8,12:05:02
1,0,0,1,12:05:03
0,1,0,5,12:05:08
1,0,1,1,12:05:09
0,1,0,8,12:05:17
1,0,0,3,12:05:20
0,1,0,2,12:05:22
0,0,1,8,12:05:30
0,1,0,9,12:05:39
1,0,0,4,12:05:43
0,1,0,3,12:05:46
0,0,1,5,12:05:51
0,1,1,5,12:05:56
1,0,0,5,12:06:01
0,1,0,7,12:06:08
0,0,1,3,12:06:11
0,1,0,7,12:06:18
1,0,0,2,12:06:20
0,1,0,3,12:06:23
0,0,1,9,12:06:32
0,1,0,6,12:06:38
1,0,0,3,12:06:41
0,1,0,7,12:06:48
0,0,1,3,12:06:51
0,1,0,7,12:06:58
1,0,0,8,12:07:06
0,1,0,9,12:07:15
0,0,1,5,12:07:20
0,1,0,5,12:07:25
1,0,0,4,12:07:29
0,1,0,5,12:07:34
0,0,1,2,12:07:36
0,1,0,5,12:07:41
1,0,0,5,12:07:46
0,1,0,7,12:07:53
0,0,1,8,12:08:01
0,1,0,8,12:08:09
1,0,0,4,12:08:13
0,1,0,6,12:08:19
0,0,1,4,12:08:23
0,1,0,9,12:08:32
1,0,0,4,12:08:36
0,1,0,7,12:08:43
0,0,1,7,12:08:50
0,1,0,1,12:08:51
1,0,0,1,12:08:52
0,1,0,9,12:09:01
0,0,1,3,12:09:04
0,1,0,4,12:09:08
1,0,0,5,12:09:13
0,1,0,3,12:09:16
0,0,1,9,12:09:25
0,1,0,9,12:09:34
1,0,0,1,12:09:35
0,1,0,8,12:09:43
0,0,1,7,12:09:50
0,1,0,7,12:09:57
1,0,0,4,12:10:01
0,1,0,5,12:10:06
0,0,1,9,12:10:15
0,1,0,8,12:10:23
1,0,0,5,12:10:28
0,1,0,4,12:10:32
0,0,1,9,12:10:41
0,1,0,6,12:10:47
1,0,0,2,12:10:49
0,1,0,7,12:10:56
0,0,1,9,12:11:05
0,1,0,2,12:11:07
1,0,0,1,12:11:08
0,1,0,1,12:11:09
0,1,1,8,12:11:17
0,1,0,3,12:11:20
1,0,0,2,12:11:22
0,1,0,1,12:11:23
0,0,1,4,12:11:27
0,1,0,8,12:11:35
1,0,0,5,12:11:40
0,1,0,9,12:11:49
0,0,1,3,12:11:52
0,1,0,8,12:12:00
1,0,0,2,12:12:02
0,1,0,8,12:12:10
0,0,1,9,12:12:19
0,1,0,6,12:12:25
1,0,0,7,12:12:32
0,1,0,6,12:12:38
0,0,1,5,12:12:43
0,1,0,5,12:12:48
1,0,0,3,12:12:51
0,1,0,2,12:12:53
0,0,1,8,12:13:01
0,1,0,5,12:13:06
1,0,0,8,12:13:14
0,1,0,1,12:13:15
0,0,1,8,12:13:23
0,1,0,6,12:13:29
1,0,0,5,12:13:34
0,1,0,9,12:13:43
0,0,1,5,12:13:48
0,1,0,5,12:13:53
1,0,0,6,12:13:59
0,1,0,1,12:14:00
0,0,1,2,12:14:02
0,1,0,7,12:14:09
1,0,0,2,12:14:11
0,1,0,8,12:14:19
0,0,1,9,12:14:28
0,1,0,8,12:14:36
1,0,0,9,12:14:45
0,1,0,5,12:14:50
0,0,1,3,12:14:53
0,1,0,9,12:15:02
1,0,0,2,12:15:04
0,1,1,6,12:15:10
0,0,1,5,12:15:15
0,1,0,6,12:15:21
1,0,0,8,12:15:29
0,1,0,7,12:15:36
1,0,1,8,12:15:44
0,1,0,7,12:15:51
1,0,0,9,12:16:00
0,1,0,9,12:16:09
0,0,1,6,12:16:15
0,1,0,2,12:16:17
1,0,0,7,12:16:24
0,1,1,8,12:16:32
0,0,1,4,12:16:36
0,1,0,3,12:16:39
1,0,0,8,12:16:47
0,1,0,9,12:16:56
0,0,1,3,12:16:59
0,1,0,4,12:17:03
1,0,0,4,12:17:07
0,1,0,4,12:17:11
0,0,1,2,12:17:13
0,1,0,5,12:17:18
1,0,0,8,12:17:26
0,1,0,4,12:17:30
0,0,1,6,12:17:36
0,1,0,7,12:17:43
1,0,0,8,12:17:51
0,1,0,3,12:17:54
0,0,1,4,12:17:58
0,1,0,2,12:18:00
1,0,0,4,12:18:04
0,1,0,2,12:18:06
0,0,1,1,12:18:07
0,1,0,3,12:18:10
1,0,0,3,12:18:13
0,1,0,2,12:18:15
0,0,1,4,12:18:19
0,1,1,5,12:18:24
1,0,0,1,12:18:25
0,1,0,4,12:18:29
0,0,1,6,12:18:35
0,1,0,1,12:18:36
1,0,0,2,12:18:38
0,1,0,6,12:18:44
0,0,1,5,12:18:49
0,1,0,2,12:18:51
1,0,0,1,12:18:52
0,1,0,9,12:19:01
0,0,1,7,12:19:08
0,1,0,2,12:19:10
1,0,0,3,12:19:13
0,1,0,9,12:19:22
0,0,1,4,12:19:26
0,1,0,6,12:19:32
1,0,0,5,12:19:37
0,1,0,5,12:19:42
0,0,1,4,12:19:46
0,1,0,6,12:19:52
1,0,0,9,12:20:01
0,1,0,6,12:20:07
0,0,1,7,12:20:14
0,1,0,9,12:20:23
1,0,0,1,12:20:24
0,1,0,9,12:20:33
0,0,1,7,12:20:40
0,1,0,4,12:20:44
1,0,0,6,12:20:50
0,1,0,9,12:20:59
0,0,1,9,12:21:08
0,1,0,7,12:21:15
1,0,0,9,12:21:24
0,1,0,1,12:21:25
0,0,1,8,12:21:33
0,1,0,9,12:21:42
1,0,0,9,12:21:51
0,1,0,5,12:21:56
0,0,1,4,12:22:00
0,1,0,4,12:22:04
1,0,0,9,12:22:13
0,1,0,9,12:22:22
0,0,1,5,12:22:27
1,1,0,1,12:22:28
1,0,0,1,12:22:29
0,1,0,6,12:22:35
0,0,1,5,12:22:40
0,1,0,9,12:22:49
1,0,0,5,12:22:54
0,1,0,7,12:23:01
0,0,1,8,12:23:09
0,1,0,6,12:23:15
1,0,0,6,12:23:21
0,1,0,5,12:23:26
0,0,1,7,12:23:33
0,1,0,2,12:23:35
1,0,0,1,12:23:36
0,1,0,2,12:23:38
0,0,1,4,12:23:42
0,1,0,9,12:23:51
1,0,0,1,12:23:52
0,1,0,7,12:23:59
0,1,1,6,12:24:05
0,1,0,2,12:24:07
1,0,0,9,12:24:16
0,1,0,7,12:24:23
0,0,1,6,12:24:29
0,1,0,4,12:24:33
1,0,0,9,12:24:42
0,1,0,6,12:24:48
0,0,1,5,12:24:53
0,1,0,1,12:24:54
1,0,0,2,12:24:56
0,1,0,8,12:25:04
0,0,1,7,12:25:11
0,1,0,7,12:25:18
1,0,0,2,12:25:20
0,1,0,3,12:25:23
0,0,1,5,12:25:28
0,1,0,1,12:25:29
1,0,0,8,12:25:37
0,1,0,4,12:25:41
1,0,1,4,12:25:45
0,1,0,2,12:25:47
1,0,0,2,12:25:49
0,1,0,9,12:25:58
0,0,1,8,12:26:06
0,1,0,5,12:26:11
1,0,0,2,12:26:13
0,1,0,1,12:26:14
0,0,1,7,12:26:21
0,1,0,5,12:26:26
1,0,0,2,12:26:28
0,1,0,9,12:26:37
0,0,1,4,12:26:41
0,1,0,8,12:26:49
1,0,0,6,12:26:55
0,1,0,6,12:27:01
0,0,1,3,12:27:04
0,1,0,5,12:27:09
1,0,0,1,12:27:10
0,1,0,6,12:27:16
0,1,1,2,12:27:18
0,1,0,9,12:27:27
1,0,0,2,12:27:29
0,1,0,9,12:27:38
0,0,1,9,12:27:47
0,1,1,4,12:27:51
1,0,0,2,12:27:53
0,1,0,1,12:27:54
0,0,1,5,12:27:59
0,1,0,5,12:28:04
1,0,0,1,12:28:05
0,1,0,7,12:28:12
0,0,1,9,12:28:21
0,1,0,2,12:28:23
1,0,0,7,12:28:30
0,1,0,8,12:28:38
0,0,1,8,12:28:46
0,1,0,7,12:28:53
1,0,0,4,12:28:57
0,1,0,5,12:29:02
0,0,1,5,12:29:07
0,1,0,4,12:29:11
1,0,0,4,12:29:15
0,1,0,9,12:29:24
0,0,1,3,12:29:27
0,1,0,7,12:29:34
1,0,0,5,12:29:39
0,1,0,6,12:29:45
0,0,1,6,12:29:51
0,1,0,2,12:29:53
1,0,0,6,12:29:59
0,1,0,2,12:30:01
0,0,1,3,12:30:04
0,1,0,2,12:30:06
1,0,0,9,12:30:15
0,1,0,3,12:30:18
0,0,1,3,12:30:21
0,1,0,5,12:30:26
1,0,0,4,12:30:30
0,1,0,9,12:30:39
0,0,1,4,12:30:43
1,1,0,2,12:30:45
1,0,0,4,12:30:49
0,1,0,2,12:30:51
0,0,1,4,12:30:55
0,1,0,4,12:30:59
1,0,0,5,12:31:04
0,1,0,4,12:31:08
0,0,1,8,12:31:16
0,1,0,9,12:31:25
1,0,0,5,12:31:30
0,1,0,2,12:31:32
0,0,1,1,12:31:33
0,1,0,8,12:31:41
1,0,0,6,12:31:47
0,1,0,4,12:31:51
0,0,1,7,12:31:58
0,1,0,9,12:32:07
1,0,0,8,12:32:15
0,1,0,7,12:32:22
0,0,1,5,12:32:27
0,1,0,6,12:32:33
1,0,0,1,12:32:34
0,1,0,6,12:32:40
0,0,1,7,12:32:47
0,1,0,9,12:32:56
1,0,0,8,12:33:04
0,1,0,7,12:33:11
0,0,1,3,12:33:14
0,1,0,9,12:33:23
1,0,0,8,12:33:31
0,1,0,5,12:33:36
0,0,1,3,12:33:39
0,1,0,9,12:33:48
1,1,0,2,12:33:50
0,1,0,9,12:33:59
0,0,1,3,12:34:02
0,1,0,5,12:34:07
1,0,0,3,12:34:10
0,1,0,3,12:34:13
0,0,1,9,12:34:22
0,1,0,8,12:34:30
1,0,0,8,12:34:38
0,1,0,9,12:34:47
0,0,1,2,12:34:49
0,1,0,3,12:34:52
1,0,0,5,12:34:57
0,1,0,1,12:34:58
1,0,1,6,12:35:04
0,1,0,1,12:35:05
1,0,0,4,12:35:09
0,1,0,8,12:35:17
0,0,1,2,12:35:19
0,1,0,4,12:35:23
1,0,0,2,12:35:25
0,1,0,1,12:35:26
0,0,1,7,12:35:33
0,1,0,6,12:35:39
1,0,0,7,12:35:46
0,1,0,9,12:35:55
0,0,1,4,12:35:59
0,1,0,6,12:36:05
1,0,0,2,12:36:07
0,1,0,2,12:36:09
0,1,1,8,12:36:17
0,1,0,9,12:36:26
1,0,0,2,12:36:28
0,1,0,8,12:36:36
0,0,1,9,12:36:45
0,1,0,9,12:36:54
1,0,0,6,12:37:00
0,1,0,3,12:37:03
0,0,1,3,12:37:06
0,1,0,5,12:37:11
1,0,0,5,12:37:16
0,1,0,5,12:37:21
0,0,1,3,12:37:24
0,1,0,6,12:37:30
1,0,0,2,12:37:32
0,1,0,9,12:37:41
0,0,1,8,12:37:49
0,1,0,5,12:37:54
1,0,0,6,12:38:00
0,1,0,3,12:38:03
0,0,1,7,12:38:10
0,1,0,4,12:38:14
1,0,0,7,12:38:21
0,1,0,5,12:38:26
0,0,1,6,12:38:32
0,1,0,6,12:38:38
1,0,1,7,12:38:45
0,1,0,9,12:38:54
0,0,1,5,12:38:59
0,1,0,2,12:39:01
1,0,0,9,12:39:10
0,1,0,1,12:39:11
0,0,1,4,12:39:15
0,1,0,3,12:39:18
1,0,0,3,12:39:21
0,1,0,3,12:39:24
0,0,1,7,12:39:31
0,1,0,3,12:39:34
1,0,0,7,12:39:41
0,1,0,2,12:39:43
0,0,1,6,12:39:49
0,1,0,6,12:39:55
1,0,0,5,12:40:00
0,1,0,2,12:40:02
0,0,1,2,12:40:04
0,1,0,3,12:40:07
1,0,0,6,12:40:13
0,1,0,1,12:40:14
0,0,1,2,12:40:16
0,1,0,6,12:40:22
1,0,0,2,12:40:24
0,1,0,3,12:40:27
0,0,1,4,12:40:31
0,1,0,5,12:40:36
1,0,0,7,12:40:43
0,1,0,9,12:40:52
0,0,1,4,12:40:56
0,1,0,4,12:41:00
1,0,0,3,12:41:03
0,1,0,1,12:41:04
0,0,1,8,12:41:12
0,1,0,9,12:41:21
1,0,0,5,12:41:26
0,1,0,5,12:41:31
1,0,1,7,12:41:38
0,1,0,4,12:41:42
1,0,0,4,12:41:46
0,1,0,5,12:41:51
0,0,1,8,12:41:59
0,1,0,6,12:42:05
1,0,0,1,12:42:06
0,1,0,3,12:42:09
0,0,1,9,12:42:18
0,1,0,2,12:42:20
1,0,0,2,12:42:22
0,1,0,8,12:42:30
0,0,1,8,12:42:38
0,1,0,5,12:42:43
1,0,0,1,12:42:44
0,1,0,1,12:42:45
0,0,1,3,12:42:48
0,1,0,2,12:42:50
1,0,0,6,12:42:56
0,1,0,5,12:43:01
0,0,1,5,12:43:06
0,1,0,6,12:43:12
1,0,0,9,12:43:21
0,1,0,3,12:43:24
0,0,1,3,12:43:27
0,1,0,6,12:43:33
1,0,0,5,12:43:38
0,1,0,2,12:43:40
0,0,1,5,12:43:45
0,1,0,6,12:43:51
1,0,0,4,12:43:55
0,1,0,2,12:43:57
0,0,1,3,12:44:00
0,1,0,6,12:44:06
1,0,0,5,12:44:11
0,1,0,6,12:44:17
0,0,1,4,12:44:21
0,1,0,7,12:44:28
1,0,0,2,12:44:30
0,1,0,4,12:44:34
0,0,1,5,12:44:39
0,1,0,5,12:44:44
1,0,0,3,12:44:47
0,1,0,3,12:44:50
0,0,1,9,12:44:59
0,1,0,3,12:45:02
1,0,0,8,12:45:10
0,1,0,2,12:45:12
0,0,1,8,12:45:20
0,1,0,9,12:45:29
1,0,0,3,12:45:32
0,1,0,8,12:45:40
0,0,1,7,12:45:47
0,1,0,9,12:45:56
1,0,0,6,12:46:02
0,1,0,9,12:46:11
0,0,1,6,12:46:17
0,1,0,1,12:46:18
1,0,0,7,12:46:25
0,1,0,8,12:46:33
0,0,1,9,12:46:42
0,1,0,2,12:46:44
1,0,0,9,12:46:53
0,1,0,2,12:46:55
0,0,1,8,12:47:03
0,1,0,3,12:47:06
1,0,0,9,12:47:15
0,1,0,6,12:47:21
1,0,1,6,12:47:27
0,1,0,4,12:47:31
1,0,0,9,12:47:40
0,1,0,1,12:47:41
0,0,1,9,12:47:50
0,1,0,8,12:47:58
1,0,0,3,12:48:01
0,1,0,7,12:48:08
0,0,1,8,12:48:16
0,1,0,7,12:48:23
1,0,0,9,12:48:32
0,1,0,6,12:48:38
0,0,1,9,12:48:47
0,1,0,9,12:48:56
1,0,0,7,12:49:03
0,1,0,5,12:49:08
0,0,1,9,12:49:17
0,1,0,7,12:49:24
1,0,0,7,12:49:31
0,1,0,1,12:49:32
0,0,1,3,12:49:35
0,1,0,5,12:49:40
1,0,0,4,12:49:44
0,1,1,3,12:49:47
0,0,1,6,12:49:53
0,1,0,8,12:50:01
1,0,0,7,12:50:08
0,1,0,5,12:50:13
0,0,1,7,12:50:20
